"From Ayyaz et al., Nature 2019 https://doi.org/10.1038/s41586-019-1154-y"
Revival Signature_Gene 
Malat1
Ly6d
Clu
Cldn4
Sprr1a
Areg
Gsta1
Tm4sf4
Lypd8
Neat1
Ubd
Ctsd
Reg3g
Cdkn1a
Guca2a
Emp1
Muc3
Ms4a10
Gm42418
Ahnak
Lamc2
Serpinb1a
Cdh1
Krt19
Cdhr5
Ccnd2
Cldn3
Cxadr
Lgals3
Gsta4
F3
Cxcl16
2210407c18rik
F11r
Xist
Reg3b
Prap1
Guca2b
Itm2b
Nupr1
Anxa1
Basp1
Krt8
Tob1
Itgb4
Cdh17
Anxa2
Plec
Ms4a8a
Gsn
